county_FIPS,state,county,per_capita_personal_income_2019,per_capita_personal_income_2020,per_capita_personal_income_2021,associate_degree_numbers_2016_2020,bachelor_degree_numbers_2016_2020,associate_degree_percentage_2016_2020,bachelor_degree_percentage_2015_2019
29063,MO,"DeKalb, MO",34261,36198,38366,2452,1385,27.95,15.79
31087,NE,"Hitchcock, NE",42440,49549,59923,917,311,46.52,15.78
48467,TX,"Van Zandt, TX",39470,41673,45045,14183,6126,36.52,15.78
45027,SC,"Clarendon, SC",37054,40794,44874,6825,3850,27.98,15.78
49015,UT,"Emery, UT",35160,39031,40871,3081,1002,48.52,15.78
40049,OK,"Garvin, OK",43021,46164,48690,5011,2939,26.88,15.77
26113,MI,"Missaukee, MI",36752,41488,43609,3557,1662,33.76,15.77
13083,GA,"Dade, GA",35111,37634,40579,3246,1758,29.1,15.76
24039,MD,"Somerset, MD",31463,33037,37395,5263,2703,30.69,15.76
27155,MN,"Traverse, MN",49390,68763,73574,966,381,39.93,15.75
28085,MS,"Lincoln, MS",39236,41755,44688,7620,3687,32.56,15.75
13011,GA,"Banks, GA",38328,40087,43766,3386,2071,25.75,15.75
29125,MO,"Maries, MO",36105,39120,41212,1826,999,28.8,15.75
21007,KY,"Ballard, KY",41576,45690,50888,1893,884,33.71,15.74
48429,TX,"Stephens, TX",45589,45360,48498,1974,1000,31.08,15.74
54041,WV,"Lewis, WV",40035,40991,43341,2697,1803,23.54,15.74
29103,MO,"Knox, MO",37209,41419,42987,678,409,26.09,15.74
54083,WV,"Randolph, WV",39581,42982,45453,4341,3283,20.8,15.73
12121,FL,"Suwannee, FL",34336,36672,39039,8134,4999,25.59,15.73
37145,NC,"Person, NC",39670,42737,46879,10328,4444,36.51,15.71
17013,IL,"Calhoun, IL",44902,49809,55240,1261,546,36.26,15.7
16077,ID,"Power, ID",40640,44237,43031,1366,741,28.93,15.7
40079,OK,"Le Flore, OK",34678,36472,40214,9639,5290,28.62,15.7
13075,GA,"Cook, GA",33537,36344,39380,3636,1772,32.21,15.7
18165,IN,"Vermillion, IN",37909,41723,45487,3652,1713,33.46,15.69
29081,MO,"Harrison, MO",37241,41726,43767,1619,913,27.82,15.69
19133,IA,"Monona, IA",46043,49494,57720,2369,988,37.6,15.68
48153,TX,"Floyd, TX",44395,44760,53292,1129,593,29.84,15.68
21119,KY,"Knott, KY",32172,36448,41185,2804,1640,26.81,15.68
48387,TX,"Red River, TX",45699,49198,53818,3035,1407,33.8,15.67
21029,KY,"Bullitt, KY",43527,46834,50169,17954,8884,31.64,15.66
48323,TX,"Maverick, TX",32537,35436,38448,7213,5181,21.8,15.66
48219,TX,"Hockley, TX",45384,48966,52586,4564,2250,31.75,15.65
21173,KY,"Montgomery, KY",36140,39770,42710,5375,2988,28.14,15.64
29083,MO,"Henry, MO",41931,45715,48924,4695,2438,30.1,15.63
19171,IA,"Tama, IA",45708,51211,58311,3974,1794,34.6,15.62
38041,ND,"Hettinger, ND",48588,59125,58160,737,298,38.61,15.61
55053,WI,"Jackson, WI",44994,48041,49697,4683,2279,32.08,15.61
01039,AL,"Covington, AL",35472,37777,41458,8562,4117,32.47,15.61
39145,OH,"Scioto, OH",41291,43698,46946,14550,8219,27.62,15.6
31133,NE,"Pawnee, NE",44972,53131,58774,563,293,29.95,15.59
01065,AL,"Hale, AL",37619,40633,44085,2792,1563,27.86,15.59
05093,AR,"Mississippi, AR",35086,38264,42273,7469,4204,27.7,15.59
35057,NM,"Torrance, NM",34471,38437,41423,3625,1659,34.06,15.59
30025,MT,"Fallon, MT",45775,48531,49165,814,307,41.32,15.58
48225,TX,"Houston, TX",42259,45960,48835,4925,2622,29.26,15.58
17149,IL,"Pike, IL",42460,49038,54377,3597,1694,33.03,15.56
48365,TX,"Panola, TX",48801,48646,53292,5870,2449,37.31,15.56
28147,MS,"Walthall, MS",33551,35664,39169,1960,1504,20.26,15.55
17183,IL,"Vermilion, IL",40054,44975,49265,17199,8140,32.82,15.53
21143,KY,"Lyon, KY",35856,39460,41762,2100,1018,32.03,15.53
37107,NC,"Lenoir, NC",41500,45319,50363,13195,6097,33.58,15.52
39001,OH,"Adams, OH",35806,40100,43092,4406,2944,23.23,15.52
51135,VA,"Nottoway, VA",34437,37229,42851,3120,1720,28.15,15.52
40061,OK,"Haskell, OK",36002,37707,42506,2619,1358,29.93,15.52
21115,KY,"Johnson, KY",33813,37208,41110,4180,2455,26.41,15.51
37165,NC,"Scotland, NC",34770,37527,42171,7519,3665,31.8,15.5
54063,WV,"Monroe, WV",35289,38094,41207,2028,1533,20.51,15.5
47131,TN,"Obion, TN",40375,43488,48493,4986,3313,23.31,15.49
05107,AR,"Phillips, AR",35443,41005,45497,4164,1850,34.87,15.49
18125,IN,"Pike, IN",42008,45073,47977,2396,1351,27.44,15.47
21207,KY,"Russell, KY",37957,41673,45383,3708,1941,29.55,15.47
40067,OK,"Jefferson, OK",37175,40359,41152,1127,640,27.24,15.47
21011,KY,"Bath, KY",30954,34299,37710,1709,1282,20.62,15.47
13253,GA,"Seminole, GA",40964,44322,46274,1870,921,31.37,15.45
26069,MI,"Iosco, MI",39258,44079,46918,7134,3027,36.39,15.44
04027,AZ,"Yuma, AZ",37624,42732,44299,43783,20799,32.49,15.44
29179,MO,"Reynolds, MO",36189,40045,43066,1244,723,26.56,15.44
18113,IN,"Noble, IN",41110,44250,48060,9098,4919,28.51,15.42
01043,AL,"Cullman, AL",40047,41925,46061,20081,8954,34.57,15.42
35045,NM,"San Juan, NM",36599,38835,41735,33960,12581,41.62,15.42
39037,OH,"Darke, OH",43415,47615,51549,9933,5424,28.22,15.41
17075,IL,"Iroquois, IL",44055,50377,56185,6482,3000,33.28,15.4
48239,TX,"Jackson, TX",47992,47949,51971,3267,1529,32.9,15.4
48233,TX,"Hutchinson, TX",43542,46443,50130,5174,2149,37.08,15.4
35037,NM,"Quay, NM",37684,41017,44798,1780,927,29.54,15.39
06015,CA,"Del Norte, CA",36860,41309,43951,6451,3042,32.64,15.39
48375,TX,"Potter, TX",47392,51883,55764,22017,11551,29.32,15.38
06025,CA,"Imperial, CA",37904,45021,47653,32353,16993,29.29,15.38
40077,OK,"Latimer, OK",36760,38117,40932,2466,1076,35.25,15.38
29173,MO,"Ralls, MO",40326,44503,47714,2051,1126,28,15.37
18015,IN,"Carroll, IN",43495,47182,51293,4470,2170,31.63,15.36
17025,IL,"Clay, IL",39303,43835,49656,3172,1426,34.12,15.34
47123,TN,"Monroe, TN",36325,39204,42276,9677,5082,29.2,15.34
39033,OH,"Crawford, OH",38215,42508,45755,8499,4504,28.93,15.33
37185,NC,"Warren, NC",31817,35682,38740,4373,2224,30.15,15.33
05059,AR,"Hot Spring, AR",32211,34907,37474,8129,3701,33.68,15.33
28143,MS,"Tunica, MS",33864,39893,41904,1823,975,28.64,15.32
17061,IL,"Greene, IL",38757,44275,51356,2865,1414,31.01,15.31
48013,TX,"Atascosa, TX",40588,43238,46737,7699,4917,23.98,15.31
21123,KY,"Larue, KY",37766,41291,45069,3247,1545,32.17,15.31
21069,KY,"Fleming, KY",34269,38609,41490,2523,1517,25.47,15.31
48379,TX,"Rains, TX",36781,38962,41563,2695,1372,30.05,15.3
05113,AR,"Polk, AR",31293,33816,38178,4730,2145,33.74,15.3
27115,MN,"Pine, MN",39550,43572,45538,7475,3287,34.77,15.29
13131,GA,"Grady, GA",33245,35214,39020,4628,2573,27.48,15.28
13091,GA,"Dodge, GA",31895,34346,37268,4382,2303,29.08,15.28
42105,PA,"Potter, PA",45232,47845,51432,3334,1852,27.49,15.27
01121,AL,"Talladega, AL",35072,37554,40668,18566,8567,33.08,15.27
48483,TX,"Wheeler, TX",43274,46553,49906,1192,535,33.99,15.26
40115,OK,"Ottawa, OK",38936,42066,45484,7239,3113,35.48,15.26
26131,MI,"Ontonagon, MI",40398,45324,47563,1598,733,33.25,15.25
05117,AR,"Prairie, AR",35328,42026,43835,1871,902,31.64,15.25
39047,OH,"Fayette, OH",39499,45321,47851,4608,2988,23.51,15.24
54019,WV,"Fayette, WV",38436,40745,44136,7965,4751,25.55,15.24
18139,IN,"Rush, IN",45821,49214,54210,3099,1767,26.69,15.22
06039,CA,"Madera, CA",39388,44072,45757,32737,14912,33.41,15.22
37157,NC,"Rockingham, NC",38428,41249,45049,22485,10019,34.17,15.22
55041,WI,"Forest, WI",41617,44154,46139,2303,985,35.54,15.2
42067,PA,"Juniata, PA",47788,52855,56422,3334,2635,19.22,15.19
47033,TN,"Crockett, TN",42303,44625,49729,2726,1493,27.73,15.19
28007,MS,"Attala, MS",35013,39450,42044,3914,1835,32.4,15.19
48407,TX,"San Jacinto, TX",41707,43626,46477,5728,3126,27.79,15.17
40015,OK,"Caddo, OK",39266,41445,45452,5535,2987,28.11,15.17
29211,MO,"Sullivan, MO",38969,44289,44139,980,656,22.66,15.17
13299,GA,"Ware, GA",33254,36269,38862,6274,3703,25.71,15.17
29035,MO,"Carter, MO",38969,42787,45237,891,617,21.9,15.16
51185,VA,"Tazewell, VA",37901,40339,43786,9402,4567,31.22,15.16
26013,MI,"Baraga, MI",34669,39616,41772,2111,940,34.04,15.16
40095,OK,"Marshall, OK",37863,41119,43325,3474,1749,30.09,15.15
28131,MS,"Stone, MS",34653,37262,39547,4233,1868,34.34,15.15
19047,IA,"Crawford, IA",43143,45659,51690,3038,1658,27.74,15.14
08011,CO,"Bent, CO",27231,29796,32716,1046,663,23.88,15.14
02185,AK,"North Slope Borough, AK",80223,75612,73320,2014,936,32.55,15.13
40033,OK,"Cotton, OK",45057,49068,51300,1039,605,25.99,15.13
21223,KY,"Trimble, KY",40013,43854,47815,1414,904,23.67,15.13
48331,TX,"Milam, TX",38124,41208,45286,4872,2526,29.16,15.12
18073,IN,"Jasper, IN",45885,50378,55018,6754,3432,29.73,15.11
37131,NC,"Northampton, NC",39114,41617,46742,4089,2263,27.3,15.11
37117,NC,"Martin, NC",35954,38674,43176,5460,2482,33.25,15.11
21121,KY,"Knox, KY",30709,35312,39901,4556,3168,21.74,15.11
48179,TX,"Gray, TX",44949,46632,49815,4748,2207,32.49,15.1
13309,GA,"Wheeler, GA",19726,22227,24241,809,646,18.91,15.1
48369,TX,"Parmer, TX",50187,55989,63512,1738,911,28.78,15.09
39171,OH,"Williams, OH",42545,45983,49310,8708,3862,34.02,15.09
05147,AR,"Woodruff, AR",38049,46730,49050,1108,693,24.13,15.09
39059,OH,"Guernsey, OH",41970,45838,48667,7684,4118,28.14,15.08
13303,GA,"Washington, GA",35531,39048,42068,3220,2155,22.54,15.08
48353,TX,"Nolan, TX",45680,47428,52629,3151,1438,33.01,15.06
27071,MN,"Koochiching, MN",46188,49257,52256,3897,1402,41.85,15.06
46071,SD,"Jackson, SD",30066,35221,39102,604,292,31.15,15.06
27129,MN,"Renville, MN",47453,56369,61406,3974,1534,38.99,15.05
01059,AL,"Franklin, AL",34382,37151,40810,5184,3171,24.6,15.05
05097,AR,"Montgomery, AR",31575,34374,37039,2306,1014,34.23,15.05
06031,CA,"Kings, CA",36599,41397,43176,30567,14068,32.68,15.04
29009,MO,"Barry, MO",36511,38718,41248,6963,3764,27.83,15.04
02188,AK,"Northwest Arctic Borough, AK",48691,50076,52915,960,639,22.58,15.03
29025,MO,"Caldwell, MO",39967,42976,45802,1894,932,30.54,15.03
51169,VA,"Scott, VA",33546,36009,39583,5032,2453,30.82,15.03
13189,GA,"McDuffie, GA",37325,40949,43362,4169,2163,28.95,15.02
19143,IA,"Osceola, IA",48717,48976,55063,1561,636,36.85,15.01
26133,MI,"Osceola, MI",39164,43341,45167,5240,2467,31.88,15.01
26023,MI,"Branch, MI",37279,41384,45325,9926,4514,32.98,15
29163,MO,"Pike, MO",36936,40344,42546,2607,1888,20.71,15
48289,TX,"Leon, TX",45690,48364,53179,3454,1858,27.88,14.99
29105,MO,"Laclede, MO",36383,39088,41266,6666,3629,27.53,14.99
55057,WI,"Juneau, WI",40189,42982,46040,6754,2932,34.52,14.98
21175,KY,"Morgan, KY",27348,30732,33208,2114,1475,21.44,14.96
42057,PA,"Fulton, PA",45295,48242,49929,2502,1578,23.7,14.95
18001,IN,"Adams, IN",40009,42799,47209,5952,3186,27.93,14.95
41045,OR,"Malheur, OR",32651,35489,38923,7207,2992,35.99,14.94
48003,TX,"Andrews, TX",53300,49329,52943,3105,1634,28.37,14.93
39007,OH,"Ashtabula, OH",39535,43074,46280,19433,10221,28.39,14.93
31037,NE,"Colfax, NE",44150,50636,54392,1810,980,27.55,14.92
21057,KY,"Cumberland, KY",39701,46156,51001,1175,728,24.08,14.92
29065,MO,"Dent, MO",35734,39091,41420,3293,1645,29.86,14.92
28061,MS,"Jasper, MS",41047,41334,46041,3481,1686,30.78,14.91
51141,VA,"Patrick, VA",33781,36637,39564,4168,2016,30.82,14.91
12023,FL,"Columbia, FL",37206,39839,43184,16524,7316,33.65,14.9
48487,TX,"Wilbarger, TX",51145,53397,59952,2676,1310,30.43,14.89
29149,MO,"Oregon, MO",37005,40775,42966,1908,1116,25.45,14.89
39031,OH,"Coshocton, OH",36206,39883,42403,6824,3782,26.86,14.89
45061,SC,"Lee, SC",33989,37142,41364,3252,1782,27.18,14.89
38051,ND,"McIntosh, ND",59208,70439,80675,706,294,35.73,14.88
06011,CA,"Colusa, CA",45180,55498,54511,4043,2041,29.47,14.88
51173,VA,"Smyth, VA",37421,40617,44740,6957,3337,31.02,14.88
48107,TX,"Crosby, TX",41098,45362,52897,1070,557,28.56,14.87
29199,MO,"Scotland, MO",35776,41903,45092,745,457,24.24,14.87
38083,ND,"Sheridan, ND",48090,61315,78328,315,152,30.79,14.86
48127,TX,"Dimmit, TX",49033,50347,55771,1446,959,22.38,14.85
51025,VA,"Brunswick, VA",33612,37119,40151,3181,1830,25.79,14.84
39079,OH,"Jackson, OH",36620,40658,42680,5875,3306,26.36,14.83
04009,AZ,"Graham, AZ",32018,35987,38785,9663,3566,40.15,14.82
18055,IN,"Greene, IN",42766,46273,50131,7540,3386,32.98,14.81
26151,MI,"Sanilac, MI",38325,44249,47144,9676,4348,32.96,14.81
29013,MO,"Bates, MO",40670,44537,46821,2938,1665,26.09,14.79
16053,ID,"Jerome, ID",38333,41646,42356,4819,2168,32.87,14.79
48055,TX,"Caldwell, TX",34368,37189,41642,7498,4087,27.14,14.79
48311,TX,"McMullen, TX",94047,89304,110273,131,68,28.48,14.78
18041,IN,"Fayette, IN",40402,43818,47588,3908,2386,24.21,14.78
19173,IA,"Taylor, IA",43591,46861,54870,1547,628,36.37,14.77
55001,WI,"Adams, WI",41638,44057,46002,5101,2394,31.47,14.77
48161,TX,"Freestone, TX",39140,40983,44014,4894,2052,35.22,14.77
29215,MO,"Texas, MO",30579,34186,35346,5509,2678,30.39,14.77
40063,OK,"Hughes, OK",41203,40999,46703,2548,1336,28.16,14.76
26119,MI,"Montmorency, MI",38520,43272,43331,2398,1093,32.38,14.76
47085,TN,"Humphreys, TN",39322,41538,44127,2944,1922,22.59,14.75
39077,OH,"Huron, OH",40967,44947,48213,11547,5851,29.1,14.74
31043,NE,"Dakota, NE",41615,44031,48756,3549,1815,28.8,14.73
39117,OH,"Morrow, OH",41694,45968,49162,7126,3611,29.05,14.72
49009,UT,"Daggett, UT",48695,50894,51672,148,56,38.85,14.7
28031,MS,"Covington, MS",38557,39134,45169,4117,1821,33.24,14.7
05037,AR,"Cross, AR",35961,40423,42009,3026,1681,26.44,14.69
37083,NC,"Halifax, NC",37975,40677,44948,9755,5291,27.06,14.68
28053,MS,"Humphreys, MS",34551,39903,43981,1401,783,26.27,14.68
18119,IN,"Owen, IN",41009,44533,48681,4223,2205,28.09,14.67
13183,GA,"Long, GA",33714,36566,38480,3675,1782,30.25,14.67
27065,MN,"Kanabec, MN",44473,49721,51935,4229,1695,36.57,14.66
47153,TN,"Sequatchie, TN",38090,41286,43709,2968,1604,27.12,14.66
29015,MO,"Benton, MO",38951,40715,43097,4836,2193,32.33,14.66
40127,OK,"Pushmataha, OK",32855,35987,39442,2063,1154,26.21,14.66
01085,AL,"Lowndes, AL",40270,43398,48852,1815,1010,26.33,14.65
45011,SC,"Barnwell, SC",35568,38813,41828,4629,2070,32.76,14.65
05017,AR,"Chicot, AR",38030,44738,47402,1873,1067,25.71,14.64
18023,IN,"Clinton, IN",38411,41545,45305,5750,3102,27.13,14.64
28109,MS,"Pearl River, MS",38224,40667,43214,15333,5602,40.08,14.64
40081,OK,"Lincoln, OK",38990,41876,44687,7694,3507,32.1,14.63
13251,GA,"Screven, GA",34667,37736,40137,2874,1452,28.91,14.6
35025,NM,"Lea, NM",48054,45169,48578,12229,6160,28.96,14.59
13159,GA,"Jasper, GA",39331,41228,44317,2773,1426,28.36,14.59
32021,NV,"Mineral, NV",41053,47029,48836,1214,475,37.24,14.57
37061,NC,"Duplin, NC",41559,44729,51968,13070,5838,32.6,14.56
21149,KY,"McLean, KY",39711,41707,50679,2148,934,33.48,14.56
18049,IN,"Fulton, IN",42021,45545,49205,4495,2010,32.51,14.54
39029,OH,"Columbiana, OH",39393,42931,45580,22138,10743,29.95,14.54
40097,OK,"Mayes, OK",38676,41812,44615,9019,4096,32.02,14.54
05065,AR,"Izard, AR",30885,33061,34986,3281,1504,31.72,14.54
06107,CA,"Tulare, CA",40061,45556,47986,84614,39847,30.86,14.53
28015,MS,"Carroll, MS",37776,41232,44908,2755,1091,36.66,14.52
37015,NC,"Bertie, NC",39224,42000,48377,3949,2074,27.63,14.51
20019,KS,"Chautauqua, KS",39345,42504,45394,903,350,37.44,14.51
26117,MI,"Montcalm, MI",34438,38314,40592,15586,6452,35.06,14.51
21139,KY,"Livingston, KY",39641,44169,47052,2023,958,30.62,14.5
48237,TX,"Jack, TX",42127,43260,45263,1756,894,28.48,14.5
21219,KY,"Todd, KY",39044,41776,46946,1971,1179,24.22,14.49
29185,MO,"St. Clair, MO",31316,34466,36671,2278,1016,32.48,14.49
21189,KY,"Owsley, KY",33966,39487,45731,484,459,15.27,14.48
13033,GA,"Burke, GA",36082,39207,41870,4427,2103,30.47,14.47
38085,ND,"Sioux, ND",29160,35078,36445,876,339,37.39,14.47
38095,ND,"Towner, ND",58502,86111,80665,710,229,44.82,14.46
48115,TX,"Dawson, TX",40633,43888,46139,1900,1171,23.46,14.46
29203,MO,"Shannon, MO",34946,38917,41200,1312,848,22.37,14.46
06021,CA,"Glenn, CA",43581,49454,50626,5877,2610,32.53,14.45
29111,MO,"Lewis, MO",35602,38514,41823,1823,934,28.2,14.45
01017,AL,"Chambers, AL",33682,36299,39728,7369,3433,31,14.44
37163,NC,"Sampson, NC",37994,40646,45841,13394,6132,31.53,14.43
40089,OK,"McCurtain, OK",35030,37605,42574,5670,3139,26.06,14.43
01129,AL,"Washington, AL",38414,41642,45956,3039,1607,27.26,14.42
01107,AL,"Pickens, AL",35986,38631,43039,4236,2075,29.45,14.42
21027,KY,"Breckinridge, KY",35521,39121,42724,4176,2031,29.65,14.42
18115,IN,"Ohio, IN",41348,47762,51321,1400,634,31.83,14.41
05075,AR,"Lawrence, AR",34286,39170,40161,3593,1626,31.85,14.41
45021,SC,"Cherokee, SC",34346,37154,40230,11962,5576,30.85,14.38
40133,OK,"Seminole, OK",35993,38386,41119,5667,2348,34.68,14.37
40035,OK,"Craig, OK",39611,41011,43958,3364,1445,33.42,14.36
26079,MI,"Kalkaska, MI",36560,41541,43609,4298,1844,33.46,14.36
12003,FL,"Baker, FL",35058,37403,40735,5569,2779,28.77,14.36
21193,KY,"Perry, KY",35367,39558,44108,5862,2647,31.78,14.35
47039,TN,"Decatur, TN",43581,45823,48912,2300,1212,27.17,14.32
51139,VA,"Page, VA",39449,42618,47157,4000,2500,22.91,14.32
45089,SC,"Williamsburg, SC",33664,37456,40746,5547,3151,25.2,14.32
12093,FL,"Okeechobee, FL",33555,35985,39747,7864,4222,26.67,14.32
48373,TX,"Polk, TX",43617,45815,47994,10946,5189,30.19,14.31
39015,OH,"Brown, OH",39149,42639,45795,8663,4357,28.45,14.31
29007,MO,"Audrain, MO",37613,41328,44319,5092,2506,29.07,14.31
26051,MI,"Gladwin, MI",38377,41637,44068,6451,2703,34.13,14.3
21155,KY,"Marion, KY",37396,40610,43909,3283,1864,25.19,14.3
05081,AR,"Little River, AR",34511,37360,40794,2805,1251,32.04,14.29
21039,KY,"Carlisle, KY",43968,46005,52638,886,471,26.86,14.28
19185,IA,"Wayne, IA",42092,45248,50859,1351,619,31.11,14.25
48341,TX,"Moore, TX",46943,50379,56634,2988,1767,24.08,14.24
48457,TX,"Tyler, TX",36234,39764,41613,3881,2177,25.39,14.24
21091,KY,"Hancock, KY",39821,42781,46528,1690,839,28.67,14.23
37003,NC,"Alexander, NC",39301,42147,46513,7863,3826,29.24,14.23
17191,IL,"Wayne, IL",39153,43465,48754,4420,1639,38.33,14.22
37103,NC,"Jones, NC",42088,43579,50245,2316,1017,32.35,14.21
39131,OH,"Pike, OH",39758,43639,46730,4956,2741,25.69,14.21
55077,WI,"Marquette, WI",43032,45977,47885,3993,1631,34.72,14.18
21191,KY,"Pendleton, KY",45918,46909,51933,2830,1430,28.04,14.17
28065,MS,"Jefferson Davis, MS",29943,32452,36241,2577,1130,32.31,14.17
40111,OK,"Okmulgee, OK",36446,38936,41808,9442,3624,36.9,14.16
29177,MO,"Ray, MO",42782,45644,48843,4400,2265,27.49,14.15
28039,MS,"George, MS",34072,38208,39807,5396,2241,34.07,14.15
28157,MS,"Wilkinson, MS",30188,34316,36890,1214,868,19.79,14.15
48343,TX,"Morris, TX",41319,44101,47226,2886,1206,33.79,14.12
12075,FL,"Levy, FL",37460,40271,43272,9250,4247,30.7,14.1
06047,CA,"Merced, CA",38626,43980,46580,48961,22873,30.17,14.09
29123,MO,"Madison, MO",36166,39546,41068,2661,1192,31.44,14.08
05073,AR,"Lafayette, AR",37184,40154,47355,1090,682,22.44,14.04
13171,GA,"Lamar, GA",35752,38669,41856,4080,1734,33.04,14.04
37155,NC,"Robeson, NC",33639,36880,41780,25935,11970,30.41,14.04
54007,WV,"Braxton, WV",36234,39143,41547,2132,1452,20.62,14.04
13087,GA,"Decatur, GA",34174,37395,41331,5727,2489,32.3,14.04
13267,GA,"Tattnall, GA",31135,32553,35616,4260,2526,23.68,14.04
28117,MS,"Prentiss, MS",32094,34953,37701,6128,2385,36.05,14.03
48461,TX,"Upton, TX",51233,55500,61595,613,329,26.12,14.02
48419,TX,"Shelby, TX",43354,47107,54640,4842,2305,29.44,14.02
05041,AR,"Desha, AR",38458,45111,48464,1621,1082,20.99,14.01
28145,MS,"Union, MS",35412,38697,41155,5949,2680,31.09,14.01
18045,IN,"Fountain, IN",40485,44585,48583,3517,1619,30.4,13.99
29187,MO,"St. Francois, MO",35222,37971,40227,15888,6603,33.65,13.98
01049,AL,"DeKalb, AL",33015,34999,40026,15129,6753,31.32,13.98
48287,TX,"Lee, TX",54789,54663,56674,3902,1681,32.44,13.97
48405,TX,"San Augustine, TX",45260,45510,50573,1616,860,26.23,13.96
27153,MN,"Todd, MN",42688,43743,47069,6020,2375,35.36,13.95
21031,KY,"Butler, KY",35840,39306,43937,2069,1250,23.09,13.95
17101,IL,"Lawrence, IL",31181,35950,40385,3987,1615,34.45,13.95
21195,KY,"Pike, KY",35348,39062,42691,10252,5801,24.59,13.91
13181,GA,"Lincoln, GA",40638,43594,46087,1580,812,27.05,13.9
51037,VA,"Charlotte, VA",36525,39448,43870,2669,1165,31.85,13.9
54001,WV,"Barbour, WV",35788,38258,40576,2581,1573,22.81,13.9
28139,MS,"Tippah, MS",38433,42300,44301,4257,1993,29.66,13.88
28093,MS,"Marshall, MS",36435,39947,43724,7354,3398,30.04,13.88
28057,MS,"Itawamba, MS",35790,39016,41579,5168,2185,32.84,13.88
32019,NV,"Lyon, NV",40283,44043,48247,16158,5586,40.09,13.86
39073,OH,"Hocking, OH",39909,43539,46421,6131,2773,30.64,13.86
29069,MO,"Dunklin, MO",36417,39435,43809,4921,2734,24.95,13.86
47099,TN,"Lawrence, TN",35784,37678,41310,7805,4092,26.44,13.86
54031,WV,"Hardy, WV",34343,36312,40562,1996,1395,19.83,13.86
29137,MO,"Monroe, MO",41106,43467,47215,1722,854,27.91,13.84
05011,AR,"Bradley, AR",39690,42740,46734,2009,1040,26.71,13.83
01035,AL,"Conecuh, AL",34183,37887,41656,2152,1221,24.38,13.83
48313,TX,"Madison, TX",34029,36888,40859,2806,1362,28.49,13.83
53001,WA,"Adams, WA",40526,45040,47867,2522,1489,23.4,13.82
16067,ID,"Minidoka, ID",39944,43848,45273,4282,1801,32.86,13.82
29057,MO,"Dade, MO",35396,38902,42127,1674,756,30.61,13.82
21201,KY,"Robertson, KY",33465,38772,41155,483,210,31.8,13.82
12079,FL,"Madison, FL",33602,36338,39165,3993,1900,29.05,13.82
21043,KY,"Carter, KY",31838,36134,39323,4808,2541,26.13,13.81
21081,KY,"Grant, KY",38185,41934,45039,4272,2229,26.45,13.8
39071,OH,"Highland, OH",37462,41304,44454,7904,4066,26.82,13.8
01025,AL,"Clarke, AL",37426,41862,45232,4554,2303,27.26,13.79
05061,AR,"Howard, AR",34864,35669,42224,2824,1209,32.21,13.79
05121,AR,"Randolph, AR",33346,36205,39491,4323,1713,34.8,13.79
40135,OK,"Sequoyah, OK",35943,39081,42780,8138,3908,28.67,13.77
17127,IL,"Massac, IL",38294,42411,46618,3956,1384,39.31,13.75
18103,IN,"Miami, IN",34864,37084,40179,7683,3417,30.9,13.74
29039,MO,"Cedar, MO",31770,34960,36748,3192,1343,32.66,13.74
46121,SD,"Todd, SD",28052,31093,35663,1564,682,31.48,13.73
13099,GA,"Early, GA",36938,40192,43650,1939,924,28.79,13.72
49013,UT,"Duchesne, UT",38842,41279,42903,4362,1613,37.11,13.72
45023,SC,"Chester, SC",35924,39521,43169,6581,3087,29.23,13.71
18009,IN,"Blackford, IN",37571,40164,44325,2534,1157,30,13.7
13071,GA,"Colquitt, GA",33677,37233,40678,6738,4072,22.62,13.67
13081,GA,"Crisp, GA",37640,41308,45951,4396,2055,29.23,13.66
47177,TN,"Warren, TN",36188,38892,41296,6607,3837,23.52,13.66
48455,TX,"Trinity, TX",41668,44332,47101,3562,1465,33.18,13.65
28099,MS,"Neshoba, MS",37989,39519,43915,6442,2534,34.69,13.64
21055,KY,"Crittenden, KY",36023,39704,43616,1628,863,25.73,13.64
05021,AR,"Clay, AR",34905,39772,42999,2979,1425,28.47,13.62
01021,AL,"Chilton, AL",36195,38551,41748,7491,4107,24.84,13.62
13259,GA,"Stewart, GA",27980,31652,32844,1184,694,23.23,13.62
54075,WV,"Pocahontas, WV",42925,47166,50236,1530,874,23.82,13.61
13293,GA,"Upson, GA",35635,38329,42364,5855,2500,31.88,13.61
47077,TN,"Henderson, TN",37644,40776,44357,5025,2649,25.76,13.58
12077,FL,"Liberty, FL",26830,29988,32872,1260,816,20.97,13.58
01099,AL,"Monroe, AL",35416,39339,42872,3508,1990,23.88,13.55
12107,FL,"Putnam, FL",34224,37129,40376,14152,7159,26.8,13.55
40023,OK,"Choctaw, OK",33313,36804,40395,2993,1360,29.78,13.53
26085,MI,"Lake, MI",33362,37938,38989,2886,1239,31.51,13.53
47137,TN,"Pickett, TN",40574,42952,45308,1012,521,26.26,13.52
01023,AL,"Choctaw, AL",38651,41413,44241,3062,1252,33.06,13.52
48269,TX,"King, TX",86359,82589,91930,30,30,13.51,13.51
40105,OK,"Nowata, OK",40117,42909,46337,2485,966,34.74,13.5
45087,SC,"Union, SC",34503,37527,40821,5974,2625,30.68,13.48
26157,MI,"Tuscola, MI",37522,42155,44908,12746,5116,33.55,13.47
55019,WI,"Clark, WI",43073,47575,50128,6381,2914,29.44,13.45
05103,AR,"Ouachita, AR",39340,42742,46428,5288,2210,32.19,13.45
